date_of_Payment,account_Number,branch_ID,bank_ID,transaction_ID,transaction_Amount,mode_of_Transfer1,date_of_Submission,invoice_Due_Date,remittance_Number,total_due_Amount,amount_Paid,balance_Amount,mode_of_Transfer2,status
15/07/2019,4465487619421600,PAN27,DEU012,CCS62647,8506,"cash to cash,credit/debit card service",15/07/2019,20/07/2019,PMT-102647,8876,8506,370,"cash to cash,credit/debit card service",Approved
30/03/2019,4240000000000000,BEL16,GMS012,TRN62648,29294,account to account,15/04/2019,24/04/2019,PMT-102648,30075,29294,781,account to account,Approved
14/06/2019,4240000000000000,GPA01,GMS012,EX062649,18841,usd service,28/06/2019,06/07/2019,PMT-102649,19716,18841,875,usd service,Rejected
14/04/2019,4865123733298850,SIL362,BOA012,TRN62650,30408,eur service,25/04/2019,27/04/2019,PMT-102650,31323,30408,915,eur service,Approved
29/12/2019,4310965278942460,ITS03,BMO012,CCS62651,26622,prepaid card,15/01/2020,01/02/2020,PMT-102651,26781,26622,159,prepaid card,Rejected
06/09/2019,4250000000000000,MAR263,RBC012,TRN62652,21584,usd service,15/09/2019,24/09/2019,PMT-102652,22482,21584,898,usd service,Rejected
03/01/2019,4500000000000000,MAR263,Nort012,EX062653,31686,"cash to cash,credit/debit card service",05/01/2019,18/01/2019,PMT-102653,32475,31686,789,"cash to cash,credit/debit card service",Approved
10/10/2019,4628703163321050,CCS08,DEU012,TRN62654,32278,mobile money,28/10/2019,15/11/2019,PMT-102654,32659,32278,381,mobile money,Rejected
30/11/2019,4486019260868800,ITS03,BOA012,CCS62655,8757,account to account,30/11/2019,08/12/2019,PMT-102655,9198,8757,441,account to account,Rejected
12/06/2019,4180000000000000,SIL362,BARC012,CCS62656,2251,door to account,28/06/2019,24/06/2019,PMT-102656,2564,2251,313,door to account,Approved
09/01/2020,4378290266829730,SIL362,UBS012,TRN62657,22342,"account,cash to account",15/01/2020,24/01/2020,PMT-102657,22633,22342,291,"account,cash to account",Rejected
12/09/2019,4420000000000000,ITS03,UBS012,ADB62658,1830,cash,25/09/2019,28/09/2019,PMT-102658,2722,1830,892,cash,Approved
15/02/2020,4400000000000000,CCS08,BNP012,TRN62659,9282,account to account,15/02/2020,26/02/2020,PMT-102659,9586,9282,304,account to account,Rejected
23/12/2019,4310965278942460,MAJ962,WF012,CCS62660,3616,account to account,25/12/2019,01/01/2020,PMT-102660,4312,3616,696,account to account,Approved
13/11/2019,4480000000000000,SIL362,GMS012,EX062661,18831,account to account,25/11/2019,07/12/2019,PMT-102661,19474,18831,643,account to account,Rejected
10/02/2020,4865123733298850,MAR263,MS012,ADB62662,10121,"cash to account,credit/debit card service",25/02/2020,28/02/2020,PMT-102662,10989,10121,868,"cash to account,credit/debit card service",Approved
04/01/2019,4284399850715240,ITS03,MUFG012,CCS62663,11010,mobile money,04/01/2019,14/01/2019,PMT-102663,11306,11010,296,mobile money,Approved
26/06/2019,4310965278942460,CCS08,BARC012,CCS62664,3217,"cash to account,credit/debit card service",28/06/2019,04/07/2019,PMT-102664,4127,3217,910,"cash to account,credit/debit card service",Rejected
25/10/2019,4880000000000000,SIL362,RBC012,EX062665,12576,"card,cash to cash",25/10/2019,13/11/2019,PMT-102665,13562,12576,986,"card,cash to cash",Rejected
29/05/2019,4880000000000000,ITS03,MS012,ADB62666,10497,"account,cash to cash",15/06/2019,27/06/2019,PMT-102666,11405,10497,908,"account,cash to cash",Approved
15/07/2019,4689180256780640,MAJ962,JPM012,TRN62667,8782,"bank account transfer,cash,mobile money",28/07/2019,02/08/2019,PMT-102667,9673,8782,891,"bank account transfer,cash,mobile money",Approved
09/01/2020,4708814514140940,ITS03,SSC012,CCS62668,24186,"cash,debit/credit card",25/01/2020,01/02/2020,PMT-102668,24756,24186,570,"cash,debit/credit card",Approved
25/01/2020,4461330335322460,SIL362,BOA012,EX062669,3065,"bank account transfer,debit card",25/01/2020,02/02/2020,PMT-102669,3174,3065,109,mobile,Rejected
28/02/2020,4284399850715240,CCS08,BNP012,ADB62670,19059,"account,cash to cash",15/03/2020,22/03/2020,PMT-102670,19689,19059,630,"account,cash to cash",Approved
02/01/2020,4240000000000000,MAR263,JPM012,CCS62671,21777,door to account,02/01/2020,12/01/2020,PMT-102671,22073,21777,296,door to account,Approved
15/11/2019,4450000000000000,SIL362,RBC012,TRN62672,32893,"cash to cash,credit/debit card service",15/11/2019,11/11/2019,PMT-102672,33513,32893,620,"cash to cash,credit/debit card service",Approved
17/09/2019,4760000000000000,PAN27,MUFG012,EX062673,17563,cash to account,25/09/2019,04/10/2019,PMT-102673,17625,17563,62,cash to account,Rejected
15/02/2020,4350000000000000,ITS03,BARC012,ADB62674,36446,door to door,15/02/2020,24/02/2020,PMT-102674,37151,36446,705,door to door,Approved
28/06/2019,4320000000000000,MAJ962,UBS012,CCS62675,19563,usd service,15/07/2019,26/07/2019,PMT-102675,19797,19563,234,usd service,Rejected
01/07/2019,4370000000000000,SIL362,SSC012,CCS62676,3764,account to account,15/07/2019,22/07/2019,PMT-102676,3840,3764,76,account to account,Approved
28/08/2019,4540000000000000,BEL16,BNP012,TRN62677,26566,usd service,28/08/2019,09/09/2019,PMT-102677,27392,26566,826,usd service,Rejected
28/01/2020,4830000000000000,GPA01,HSBC012,ADB62678,410,"cash,debit/credit card",28/01/2020,31/01/2020,PMT-102678,1063,410,653,"cash,debit/credit card",Approved
24/02/2020,4458237294973340,CCS08,MUFG012,CCS62679,35256,cash,15/02/2020,27/02/2020,PMT-102679,35308,35256,52,cash,Approved
31/03/2019,4440000000000000,SIL362,Nort012,CCS62680,7665,cash,31/03/2019,11/04/2019,PMT-102680,7868,7665,203,cash,Approved
26/11/2019,4260000000000000,CCS08,BARC012,EX162681,24944,"bank account transfer,debit card",15/11/2019,18/11/2019,PMT-102681,25938,24944,994,"bank account transfer,debit card",Approved
15/12/2019,4180000000000000,CCS08,UBS012,TRN62682,18821,cash,25/12/2019,28/12/2019,PMT-102682,19321,18821,500,cash,Rejected
28/02/2020,4870000000000000,BEL16,AE012,CCS62683,3894,account to account,15/02/2020,01/03/2020,PMT-102683,4560,3894,666,account to account,Rejected
19/08/2019,4879302596918820,PAN27,AE012,TRN62684,26478,door to door,28/08/2019,13/09/2019,PMT-102684,26971,26478,493,door to door,Approved
22/09/2019,4500000000000000,HEB18,SSC012,TRN62685,31434,account to account,28/09/2019,06/10/2019,PMT-102685,31663,31434,229,account to account,Approved
06/07/2019,4790000000000000,BEL16,HSBC012,EX162686,1518,"account,cash to cash",15/07/2019,30/07/2019,PMT-102686,2445,1518,927,"account,cash to cash",Rejected
15/03/2019,4458237294973340,SIL362,DEU012,ADB62687,24002,cash,15/03/2019,31/03/2019,PMT-102687,24266,24002,264,cash,Rejected
18/07/2019,4790000000000000,ITS03,GMS012,CCS62688,32627,"cash,cash to account",25/07/2019,21/07/2019,PMT-102688,32846,32627,219,"cash,cash to account",Rejected
04/10/2019,4520000000000000,BEL16,BARC012,TRN62689,17314,door to account,28/09/2019,06/10/2019,PMT-102689,17704,17314,390,door to account,Rejected
13/10/2019,4870000000000000,MAR263,BARC012,CCS62690,25115,"cash,debit/credit card",15/10/2019,20/10/2019,PMT-102690,25547,25115,432,"cash,debit/credit card",Approved
28/05/2019,4360000000000000,PAN27,JPM012,EX062691,3522,account to account,28/05/2019,15/06/2019,PMT-102691,3706,3522,184,account to account,Rejected
22/09/2019,4860000000000000,ITS03,RBC012,ADB62692,19684,"cash,cash to account",28/09/2019,07/10/2019,PMT-102692,20405,19684,721,"cash,cash to account",Rejected
21/06/2019,4470000000000000,SIL362,GMS012,CCS62693,19930,"bank account transfer,cash,mobile money",30/06/2019,02/07/2019,PMT-102693,20726,19930,796,"bank account transfer,cash,mobile money",Rejected
15/02/2020,4280000000000000,CCS08,BNP012,TRN62694,33825,cash,15/02/2020,27/02/2020,PMT-102694,34803,33825,978,cash,Rejected
26/09/2019,4240000000000000,PAN27,BOA012,TRN62695,8059,"account,card,cash to cash",28/09/2019,18/10/2019,PMT-102695,8629,8059,570,"account,card,cash to cash",Rejected
02/11/2019,4920000000000000,BEL16,SSC012,CCS62696,35843,door to account,28/10/2019,31/10/2019,PMT-102696,36323,35843,480,door to account,Rejected
22/06/2019,4619488866261890,GPA01,JPM012,TRN62697,37628,"account to account,door to door",25/06/2019,28/06/2019,PMT-102697,38141,37628,513,"account to account,door to door",Approved
21/12/2019,4400000000000000,SIL362,RBC012,EX062698,27013,door to account,28/12/2019,15/01/2020,PMT-102698,27972,27013,959,door to account,Rejected
28/07/2019,4260000000000000,SIL362,WF012,TRN62699,21137,usd service,28/07/2019,16/08/2019,PMT-102699,21933,21137,796,usd service,Approved
11/04/2019,4380000000000000,CCS08,HSBC012,CCS62700,5976,"cash,cash to account",28/03/2019,06/04/2019,PMT-102700,6629,5976,653,"cash,cash to account",Rejected
28/04/2019,4357820946481790,MAR263,BNP012,TRN62701,26779,"bank account transfer,debit card",28/04/2019,03/05/2019,PMT-102701,27164,26779,385,"bank account transfer,debit card",Approved
30/12/2019,4880000000000000,BEL16,GMS012,EX062702,13338,"cash,cash to account",15/01/2020,31/01/2020,PMT-102702,14008,13338,670,"cash,cash to account",Rejected
15/11/2019,4440000000000000,PAN27,UBS012,TRN62703,9890,mobile money,15/11/2019,17/11/2019,PMT-102703,10775,9890,885,mobile money,Rejected
25/11/2019,4378290266829730,HEB18,RBC012,CCS62704,17389,usd service,25/11/2019,13/12/2019,PMT-102704,17818,17389,429,usd service,Rejected
13/11/2019,4750000000000000,PAN27,AE012,CCS62705,15066,account to account,28/11/2019,24/11/2019,PMT-102705,15936,15066,870,account to account,Approved
02/01/2020,4410000000000000,CCS08,DEU012,TRN62706,19823,cash to account,02/01/2020,21/01/2020,PMT-102706,20818,19823,995,cash to account,Approved
09/02/2020,4500000000000000,PAN27,UBS012,ADB62707,7223,"account,cash to cash",25/01/2020,01/02/2020,PMT-102707,7850,7223,627,"account,cash to cash",Approved
31/03/2019,4550000000000000,PAN27,BMO012,TRN62708,17764,account to account,31/03/2019,09/04/2019,PMT-102708,18355,17764,591,account to account,Rejected
12/01/2020,4790000000000000,SIL362,UBS012,CCS62709,18343,door to account,25/01/2020,21/01/2020,PMT-102709,19141,18343,798,door to account,Rejected
29/11/2019,4523540557614720,SIL362,GMS012,EX062710,34715,cash,15/11/2019,29/11/2019,PMT-102710,34782,34715,67,cash,Approved
14/09/2019,4640000000000000,BEL16,SSC012,ADB62711,38523,"account,account to cash",28/09/2019,13/10/2019,PMT-102711,39152,38523,629,"account,account to cash",Rejected
13/06/2019,4630000000000000,ITS03,SSC012,CCS62712,35442,"bank account transfer,cash,mobile money",15/06/2019,03/07/2019,PMT-102712,35967,35442,525,"bank account transfer,cash,mobile money",Approved
03/05/2019,4540000000000000,ITS03,UBS012,CCS62713,38732,door to door,15/05/2019,22/05/2019,PMT-102713,39597,38732,865,door to door,Rejected
25/07/2019,4590000000000000,PAN27,MS012,EX062714,18373,cash,25/07/2019,11/08/2019,PMT-102714,19033,18373,660,cash,Approved
15/12/2019,4310965278942460,ITS03,HSBC012,ADB62715,8907,usd service,15/12/2019,29/12/2019,PMT-102715,9412,8907,505,usd service,Approved
01/05/2019,4619488866261890,HEB18,WF012,TRN62716,29725,"account,cash to cash",28/04/2019,09/05/2019,PMT-102716,29867,29725,142,"account,cash to cash",Rejected
18/10/2019,4530000000000000,BEL16,BMO012,CCS62717,31812,"card,cash to cash",28/10/2019,24/10/2019,PMT-102717,32546,31812,734,"card,cash to cash",Approved
31/08/2019,4387350758070690,MAJ962,CITI012,EX062718,2156,"cash to cash,credit/debit card service",31/08/2019,13/09/2019,PMT-102718,2714,2156,558,"cash to cash,credit/debit card service",Approved
28/01/2020,4360000000000000,MAR263,HSBC012,ADB62719,37417,door to door,28/01/2020,08/02/2020,PMT-102719,37650,37417,233,door to door,Approved
25/07/2019,4400000000000000,ITS03,HSBC012,CCS62720,36034,"account to account,door to door",28/07/2019,31/07/2019,PMT-102720,36356,36034,322,"account to account,door to door",Rejected
28/02/2020,4418568818305560,GPA01,WF012,TRN62721,38274,prepaid card,28/02/2020,04/03/2020,PMT-102721,38598,38274,324,prepaid card,Rejected
18/12/2018,4610000000000000,SIL362,HSBC012,EX062722,30819,"bank account transfer,debit card",05/01/2019,18/01/2019,PMT-102722,31438,30819,619,account to account,Approved
03/01/2020,4275384634746050,BEL16,UBS012,ADB62723,5943,"account,account to cash",15/01/2020,04/02/2020,PMT-102723,6907,5943,964,"account,account to cash",Rejected
15/08/2019,4300000000000000,HEB18,RBC012,CCS62724,930,"account,card,cash to cash",28/08/2019,10/09/2019,PMT-102724,1573,930,643,"account,card,cash to cash",Approved
22/05/2019,4470000000000000,PAN27,Nort012,CCS62725,14015,"card,cash to cash",15/05/2019,20/05/2019,PMT-102725,14350,14015,335,"card,cash to cash",Rejected
11/04/2019,4400000000000000,ITS03,RBC012,TRN62726,32241,prepaid card,25/04/2019,08/05/2019,PMT-102726,33236,32241,995,usd service,Approved
25/09/2019,4486019260868800,SIL362,Nort012,ADB62727,26130,"cash to cash,credit/debit card service",28/09/2019,30/09/2019,PMT-102727,26774,26130,644,"cash to cash,credit/debit card service",Rejected
28/06/2019,4696544390601290,GPA01,CITI012,CCS62728,17785,"cash to cash,credit/debit card service",15/07/2019,25/07/2019,PMT-102728,17850,17785,65,"cash to cash,credit/debit card service",Approved
15/04/2019,4628703163321050,PAN27,CITI012,CCS62729,1606,"account,cash to account",15/04/2019,25/04/2019,PMT-102729,2566,1606,960,"account,cash to account",Approved
02/12/2019,4730056511858720,PAN27,MUFG012,EX162730,23502,account to account,15/12/2019,22/12/2019,PMT-102730,24442,23502,940,account to account,Rejected
05/05/2019,4630000000000000,BEL16,BARC012,TRN62731,26384,"bank account transfer,debit card",15/05/2019,30/05/2019,PMT-102731,26769,26384,385,"bank account transfer,debit card",Rejected
09/01/2019,4904477933916270,PAN27,BMO012,CCS62732,27152,"account,cash to account",09/01/2019,19/01/2019,PMT-102732,27929,27152,777,"account,cash to account",Approved
15/10/2019,4865123733298850,CCS08,SSC012,TRN62733,5347,"cash to account,credit/debit card service",15/10/2019,24/10/2019,PMT-102733,5409,5347,62,"cash to account,credit/debit card service",Approved
17/05/2019,4357820946481790,MAJ962,Nort012,TRN62734,35154,usd service,25/05/2019,05/06/2019,PMT-102734,35394,35154,240,usd service,Approved
08/10/2019,4418568818305560,SIL362,DEU012,EX162735,32038,"account,account to cash",15/10/2019,22/10/2019,PMT-102735,33031,32038,993,"account,account to cash",Approved
18/07/2019,4730000000000000,HEB18,WF012,ADB62736,3231,mobile money,25/07/2019,11/08/2019,PMT-102736,3838,3231,607,mobile money,Approved
16/11/2019,4490000000000000,ITS03,WF012,CCS62737,21921,account to account,28/11/2019,30/11/2019,PMT-102737,22442,21921,521,account to account,Rejected
25/09/2019,4210000000000000,ITS03,HSBC012,TRN62738,33431,usd service,25/09/2019,12/10/2019,PMT-102738,33656,33431,225,usd service,Rejected
31/12/2019,4170000000000000,BEL16,GMS012,CCS62739,12232,cash to account,15/01/2020,22/01/2020,PMT-102739,13098,12232,866,cash to account,Approved
18/02/2020,4400000000000000,ITS03,DEU012,EX062740,18268,"card,cash to cash",25/02/2020,03/03/2020,PMT-102740,19194,18268,926,"card,cash to cash",Rejected
20/11/2019,4440000000000000,SIL362,GMS012,ADB62741,29236,"account,card,cash to cash",25/11/2019,12/12/2019,PMT-102741,29396,29236,160,"account,card,cash to cash",Approved
10/12/2019,4260000000000000,MAR263,SSC012,CCS62742,12134,"bank account transfer,debit card",25/12/2019,28/12/2019,PMT-102742,12413,12134,279,"bank account transfer,debit card",Approved
14/10/2019,4790000000000000,SIL362,AE012,TRN62743,29742,cash to account,25/10/2019,06/11/2019,PMT-102743,30016,29742,274,cash to account,Rejected
07/01/2020,4275384634746050,HEB18,AE012,TRN62744,23445,door to account,02/01/2020,19/01/2020,PMT-102744,24014,23445,569,door to account,Rejected
25/03/2019,4920000000000000,MAJ962,MUFG012,CCS62745,22095,"account,cash to cash",25/03/2019,31/03/2019,PMT-102745,22550,22095,455,"account,cash to cash",Approved
15/06/2019,4871073844665610,GPA01,AE012,TRN62746,25902,"account,cash to cash",15/06/2019,30/06/2019,PMT-102746,25978,25902,76,"account,cash to cash",Rejected
05/12/2019,4700000000000000,HEB18,AE012,EX062747,19282,door to account,28/11/2019,05/12/2019,PMT-102747,20145,19282,863,door to account,Rejected
19/01/2020,4530000000000000,CCS08,WF012,TRN62748,1244,"account,card,cash to cash",28/01/2020,04/02/2020,PMT-102748,2025,1244,781,"account,card,cash to cash",Approved
31/12/2018,4840000000000000,MAJ962,DEU012,CCS62749,14582,"cash,debit/credit card",08/01/2019,22/01/2019,PMT-102749,15010,14582,428,"cash,debit/credit card",Approved
16/10/2019,4760000000000000,MAJ962,JPM012,TRN62750,3886,eur service,28/10/2019,11/11/2019,PMT-102750,4469,3886,583,eur service,Approved
20/04/2019,4400000000000000,BEL16,CITI012,EX062751,14677,"cash,debit/credit card",15/04/2019,24/04/2019,PMT-102751,14812,14677,135,"account,account to cash",Approved
10/01/2020,4480000000000000,HEB18,BARC012,TRN62752,31824,account to account,15/01/2020,02/02/2020,PMT-102752,32033,31824,209,account to account,Rejected
01/08/2019,4410000000000000,BEL16,WF012,CCS62753,17011,"cash,cash to account",15/08/2019,01/09/2019,PMT-102753,17236,17011,225,"cash,cash to account",Approved
15/09/2019,4490000000000000,CCS08,BARC012,CCS62754,28232,mobile,25/09/2019,07/10/2019,PMT-102754,28707,28232,475,mobile,Approved
06/07/2019,4520000000000000,MAJ962,UBS012,TRN62755,32091,door to door,30/06/2019,07/07/2019,PMT-102755,32317,32091,226,door to door,Approved
02/01/2019,4180000000000000,CCS08,MS012,ADB62756,27893,"account,cash to account",07/01/2019,23/01/2019,PMT-102756,28525,27893,632,"account,cash to account",Rejected
25/10/2019,4275384634746050,SIL362,HSBC012,TRN62757,3231,"account,card,cash to cash",25/10/2019,12/11/2019,PMT-102757,3845,3231,614,"account,card,cash to cash",Approved
17/06/2019,4480000000000000,CCS08,JPM012,CCS62758,34034,mobile money,25/06/2019,08/07/2019,PMT-102758,34373,34034,339,mobile money,Approved
07/05/2019,4850000000000000,SIL362,BOA012,EX062759,25629,"account to account,door to door",25/05/2019,13/06/2019,PMT-102759,25929,25629,300,"account to account,door to door",Approved
11/06/2019,4460000000000000,CCS08,BNP012,ADB62760,12419,"cash to cash,credit/debit card service",28/05/2019,11/06/2019,PMT-102760,12880,12419,461,"cash to cash,credit/debit card service",Approved
28/03/2019,4284399850715240,BEL16,DEU012,CCS62761,4697,account to account,15/04/2019,24/04/2019,PMT-102761,5408,4697,711,account to account,Approved
